customer_id,customer_name,monthly_income,loan_amount,collateral_value,duration,interest_rate,existing_debts,credit_score,employment_type,monthly_emi,after_emi,debt_to_income_ratio,loan_to_income_ratio,collateral_to_loan_ratio,approval_probability,risk_score,approved
CUST-04176,Nirosha Abeysekara,736000,15000000,18990000,84,12,60000,674,Government,264791,411209,0.4413,20.38,1.27,95,5,1
CUST-03840,Chaminda Amarasekara,63000,1600000,850000,48,15,7500,755,Government,44529,10971,0.8259,25.4,0.53,38,62,1
CUST-03618,Kavindu Perera,189000,4150000,5800000,60,17,22500,742,Private Sector,103138,63362,0.6648,21.96,1.4,90,10,1
CUST-02029,Sampath Gunaratne,332000,2650000,0,60,14,75500,738,Government,61661,194839,0.4131,7.98,0.0,95,5,0
CUST-03719,Priyantha Abeysekara,238000,2850000,0,48,18,40500,769,Government,83719,113781,0.5219,11.97,0.0,95,5,1
CUST-04914,Fathima De Silva,121000,1450000,1310000,36,15,4000,731,Private Sector,50265,66735,0.4485,11.98,0.9,90,10,1
CUST-00833,Ishara Perera,771000,15000000,18670000,60,16,67500,805,Senior Mgmt,364771,338729,0.5607,19.46,1.24,95,5,1
CUST-04779,Thisara Rajapaksa,38000,700000,0,48,17,4500,623,Private Sector,20199,13301,0.65,18.42,0.0,22,78,0
CUST-04256,Dinesh Rathnayake,43000,750000,0,48,18,500,545,Private Sector,22031,20469,0.524,17.44,0.0,32,68,0
CUST-03555,Kasun Herath,433000,2150000,0,48,17,64500,713,Private Sector,62038,306462,0.2922,4.97,0.0,95,5,1
CUST-04548,Dinesh Seneviratne,143000,1450000,1330000,48,14,31000,477,Self-Employed,39623,72377,0.4939,10.14,0.92,57,43,0
CUST-00232,Mahesh Karunaratne,93000,2050000,1730000,48,12,36000,790,Private Sector,53984,3016,0.9676,22.04,0.84,0,100,0
CUST-01907,Thilini De Silva,149000,4450000,3840000,60,14,3000,700,Private Sector,103544,42456,0.7151,29.87,0.86,76,24,1
CUST-00385,Thilini Rathnayake,146000,1150000,1120000,36,14,61000,482,Self-Employed,39304,45696,0.687,7.88,0.97,47,53,1
CUST-00423,Malith Silva,64000,650000,550000,36,12,4000,832,Private Sector,21589,38411,0.3998,10.16,0.85,85,15,1
CUST-04646,Dilshan Kumar,149000,750000,0,48,16,51000,558,Private Sector,21255,76745,0.4849,5.03,0.0,74,26,1
CUST-02111,Priyantha Riaz,166000,4150000,2930000,48,14,69000,565,Private Sector,113405,-16405,1.0988,25.0,0.71,0,100,0
CUST-04409,Malith Karunaratne,162000,2450000,3010000,36,12,55000,554,Private Sector,81375,25625,0.8418,15.12,1.23,47,53,1
CUST-04690,Nimal Samaraweera,501000,6000000,8520000,60,15,94500,788,Private Sector,142740,263760,0.4735,11.98,1.42,95,5,1
CUST-01151,Lahiru Gunaratne,766000,15000000,20980000,84,14,396500,588,Business Owner,281100,88400,0.8846,19.58,1.4,71,29,1
CUST-03918,Dasun Gamage,66000,1000000,0,48,13,21000,809,Private Sector,26827,18173,0.7247,15.15,0.0,43,57,0
CUST-03567,Chathura Abeysekara,170000,4250000,0,60,18,1000,798,Government,107922,61078,0.6407,25.0,0.0,87,13,1
CUST-04029,Thilini Gamage,218000,1750000,0,60,18,28500,742,Government,44438,145062,0.3346,8.03,0.0,95,5,1
CUST-04912,Nimal Gunaratne,196000,1550000,0,48,15,10000,790,Government,43138,142862,0.2711,7.91,0.0,95,5,1
CUST-00484,Mahesh Herath,217000,3250000,3740000,60,13,9000,715,Government,73947,134053,0.3822,14.98,1.15,95,5,1
CUST-00074,Mahesh Silva,112000,550000,0,36,17,35500,674,Private Sector,19609,56891,0.492,4.91,0.0,78,22,1
CUST-01316,Dilshan Abeysekara,161000,1600000,0,48,14,81500,551,Business Owner,43722,35778,0.7778,9.94,0.0,41,59,1
CUST-01553,Zainab Jayasinghe,137000,2450000,2630000,36,13,4000,572,Private Sector,82550,50450,0.6318,17.88,1.07,75,25,1
CUST-01981,Roshan Herath,93000,2800000,0,48,12,7000,744,Private Sector,73735,12265,0.8681,30.11,0.0,23,77,0
CUST-04197,Kumar Weerasinghe,517000,4150000,2670000,60,13,17000,606,Business Owner,94425,405575,0.2155,8.03,0.64,88,12,1
CUST-02711,Kavindi Karunaratne,38000,1150000,0,48,14,4000,663,Government,31425,2575,0.9322,30.26,0.0,0,100,0
CUST-00139,Ayesha Ekanayake,727000,10900000,12340000,72,18,277000,678,Business Owner,248605,201395,0.723,14.99,1.13,86,14,1
CUST-03121,Suresh Mendis,726000,13050000,17090000,72,17,52000,900,Government,290312,383688,0.4715,17.98,1.31,95,5,1
CUST-00115,Kavindu Amarasekara,792000,9500000,9130000,72,14,137000,657,Business Owner,195755,459245,0.4201,11.99,0.96,92,8,1
CUST-00908,Tharindu Raghavan,34000,500000,470000,36,16,10000,510,Self-Employed,17579,6421,0.8111,14.71,0.94,0,100,0
CUST-01577,Nipuni Dissanayake,95000,950000,0,36,14,22500,736,Private Sector,32469,40031,0.5786,10.0,0.0,75,25,1
CUST-04640,Thisara Perera,35000,650000,0,24,17,5000,726,Government,32137,-2137,1.0611,18.57,0.0,0,100,0
CUST-01340,Kumar Rathnayake,46000,900000,0,48,16,6500,612,Private Sector,25506,13994,0.6958,19.57,0.0,22,78,0
CUST-01407,Manjula Ekanayake,116000,2100000,0,60,15,19000,767,Government,49959,47041,0.5945,18.1,0.0,85,15,1
CUST-04269,Dasun Gunasekara,32000,650000,290000,36,16,8500,633,Self-Employed,22852,648,0.9798,20.31,0.45,0,100,0
CUST-04843,Kavindu Samaraweera,81000,1800000,0,60,14,29500,714,Private Sector,41883,9617,0.8813,22.22,0.0,13,87,0
CUST-03390,Sampath Cassim,561000,5600000,5730000,48,15,164000,636,Government,155852,241148,0.5701,9.98,1.02,95,5,1
CUST-01990,Tharindu Munasinghe,68000,2400000,2460000,36,15,28500,590,Private Sector,83197,-43697,1.6426,35.29,1.02,0,100,0
CUST-04487,Thilini Dissanayake,163000,3250000,3100000,72,17,21000,856,Government,72300,69700,0.5724,19.94,0.95,95,5,1
CUST-03756,Nimal Dissanayake,294000,10300000,12320000,84,18,68500,717,Senior Mgmt,216484,9016,0.9693,35.03,1.2,28,72,0
CUST-04577,Chathura Jayawardena,53000,400000,190000,48,13,13000,618,Private Sector,10731,29269,0.4478,7.55,0.47,56,44,1
CUST-02545,Sanduni Gunasekara,156000,3900000,5300000,60,18,33000,837,Government,99034,23966,0.8464,25.0,1.36,66,34,1
CUST-03412,Sunil Abeysekara,257000,4650000,0,48,16,36500,643,Senior Mgmt,131782,88718,0.6548,18.09,0.0,78,22,1
CUST-04086,Nimal Munasinghe,320000,8000000,8210000,72,15,167500,451,Self-Employed,169160,-16660,1.0521,25.0,1.03,0,100,0
CUST-04123,Nuwan Munasinghe,174000,3500000,4050000,72,18,69000,681,Private Sector,79827,25173,0.8553,20.11,1.16,54,46,1
CUST-03517,Kasun Jayawardena,191000,4200000,0,60,14,15000,694,Private Sector,97727,78273,0.5902,21.99,0.0,81,19,1
CUST-02192,Nipuni Perera,219000,7650000,11340000,84,15,17500,605,Private Sector,147620,53880,0.754,34.93,1.48,78,22,1
CUST-02749,Chaminda Munasinghe,87000,850000,0,36,12,3500,704,Self-Employed,28232,55268,0.3647,9.77,0.0,75,25,1
CUST-01950,Lahiru Jayasinghe,218000,3900000,4280000,60,12,90500,526,Self-Employed,86753,40747,0.8131,17.89,1.1,48,52,0
CUST-02330,Mohamed Samaraweera,45000,800000,340000,36,13,14000,676,Private Sector,26955,4045,0.9101,17.78,0.42,0,100,0
CUST-00628,Lahiru Rajapaksa,250000,2000000,1370000,60,14,78500,559,Private Sector,46537,124963,0.5001,8.0,0.69,82,18,1
CUST-02944,Hasitha Weerasinghe,249000,2500000,0,36,13,107000,693,Self-Employed,84235,57765,0.768,10.04,0.0,59,41,0
CUST-03552,Malith Gunaratne,659000,15000000,14530000,84,12,118500,663,Business Owner,264791,275709,0.5816,22.76,0.97,90,10,1
CUST-01410,Lahiru Karunaratne,31000,1100000,480000,48,13,13000,496,Private Sector,29510,-11510,1.3713,35.48,0.44,0,100,0
CUST-02993,Shanika Cassim,65000,650000,430000,48,13,17000,706,Government,17438,30562,0.5298,10.0,0.66,76,24,1
CUST-01271,Suresh Weerasinghe,179000,3600000,0,48,16,46000,780,Business Owner,102025,30975,0.827,20.11,0.0,55,45,1
CUST-04111,Zainab Gunasekara,726000,14500000,0,60,14,76000,664,Private Sector,337390,312610,0.5694,19.97,0.0,86,14,1
CUST-04226,Kasun Gunasekara,147000,1200000,0,60,15,41000,800,Government,28548,77452,0.4731,8.16,0.0,95,5,1
CUST-01692,Chaminda Karunaratne,43000,1300000,0,36,12,2500,764,Government,43179,-2679,1.0623,30.23,0.0,0,100,0
CUST-01629,Chaminda Gunasekara,204000,5100000,7950000,48,16,60000,667,Government,144535,-535,1.0026,25.0,1.56,0,100,0
CUST-00993,Sanduni Fernando,63000,1150000,0,60,18,1500,632,Government,29202,32298,0.4873,18.25,0.0,65,35,1
CUST-03128,Ayesha Peiris,209000,2500000,1740000,48,18,86000,530,Private Sector,73437,49563,0.7629,11.96,0.7,55,45,1
CUST-00557,Sanduni Herath,75000,1350000,1220000,36,12,7500,612,Private Sector,44839,22661,0.6979,18.0,0.9,47,53,0
CUST-03345,Ayesha Gunaratne,147000,5150000,6380000,60,14,38000,838,Government,119831,-10831,1.0737,35.03,1.24,0,100,0
CUST-04478,Ayesha Gunaratne,189000,3400000,0,72,16,42500,673,Private Sector,73752,72748,0.6151,17.99,0.0,73,27,1
CUST-03760,Malith Munasinghe,650000,15000000,15360000,84,16,152500,759,Government,297931,199569,0.693,23.08,1.02,95,5,1
CUST-03190,Priyantha Riaz,771000,11550000,11770000,60,17,107500,702,Senior Mgmt,287047,376453,0.5117,14.98,1.02,95,5,1
CUST-04172,Gayani Ekanayake,62000,1100000,1090000,60,15,17500,599,Private Sector,26169,18331,0.7043,17.74,0.99,31,69,1
CUST-01613,Chamara Silva,37000,300000,0,48,16,3000,648,Self-Employed,8502,25498,0.3109,8.11,0.0,44,56,1
CUST-00646,Dinesh Dissanayake,163000,4100000,0,48,13,500,641,Government,109993,52507,0.6779,25.15,0.0,75,25,1
CUST-01209,Ravi Samaraweera,194000,3900000,4160000,72,14,27000,792,Government,80362,86638,0.5534,20.1,1.07,95,5,1
CUST-02877,Sampath Amarasekara,62000,750000,0,48,17,30500,579,Business Owner,21641,9859,0.841,12.1,0.0,0,100,0
CUST-04378,Kasun Gunasekara,293000,3500000,2130000,60,15,54000,726,Senior Mgmt,83265,155735,0.4685,11.95,0.61,95,5,1
CUST-02523,Kasun Herath,185000,2200000,2620000,36,17,52000,639,Private Sector,78436,54564,0.7051,11.89,1.19,76,24,1
CUST-03663,Malith Rathnayake,32000,1100000,0,48,15,3500,811,Government,30614,-2114,1.0661,34.38,0.0,0,100,0
CUST-02077,Mahesh Karunaratne,244000,5350000,6430000,48,12,37000,652,Private Sector,140886,66114,0.729,21.93,1.2,82,18,1
CUST-00129,Dasun Raghavan,412000,7400000,9220000,72,12,157500,610,Business Owner,144671,109829,0.7334,17.96,1.25,84,16,1
CUST-01091,Ravi Amarasekara,95000,1150000,0,60,14,10500,817,Government,26758,57742,0.3922,12.11,0.0,95,5,1
CUST-01534,Lahiru Jayawardena,45000,450000,430000,36,14,23000,531,Self-Employed,15380,6620,0.8529,10.0,0.96,0,100,0
CUST-03047,Lakshan De Silva,202000,2400000,0,60,18,53500,770,Private Sector,60944,87556,0.5666,11.88,0.0,89,11,1
CUST-01412,Kavindi Dissanayake,194000,1950000,1430000,36,13,42000,788,Government,65703,86297,0.5552,10.05,0.73,95,5,1
CUST-00383,Chaminda Peiris,51000,600000,290000,24,12,1000,796,Private Sector,28244,21756,0.5734,11.76,0.48,59,41,1
CUST-04987,Fathima Herath,251000,8800000,13190000,72,15,43000,754,Government,186076,21924,0.9127,35.06,1.5,63,37,1
CUST-03396,Hasitha De Silva,546000,4350000,3910000,60,15,165500,693,Private Sector,103486,277014,0.4926,7.97,0.9,95,5,0
CUST-03628,Chathura Rathnayake,201000,2400000,3050000,36,12,3000,817,Private Sector,79714,118286,0.4115,11.94,1.27,95,5,1
CUST-03197,Mohamed Gamage,350000,7000000,0,60,14,76000,766,Business Owner,162878,111122,0.6825,20.0,0.0,87,13,1
CUST-04219,Thilini Seneviratne,177000,2100000,1870000,48,17,1500,676,Government,60596,114904,0.3508,11.86,0.89,95,5,1
CUST-01343,Nipuni Jayawardena,163000,1300000,0,36,13,39000,641,Government,43802,80198,0.508,7.98,0.0,83,17,1
CUST-01895,Chaminda Rajapaksa,49000,900000,0,48,18,4000,610,Senior Mgmt,26437,18563,0.6212,18.37,0.0,36,64,0
CUST-03135,Kavindi Gunasekara,177000,6200000,7260000,60,14,52000,718,Private Sector,144263,-19263,1.1088,35.03,1.17,0,100,0
CUST-01458,Tharindu Perera,226000,2250000,2580000,36,17,5500,714,Private Sector,80219,140281,0.3793,9.96,1.15,95,5,1
CUST-03049,Thisara Perera,38000,1350000,1440000,60,13,3500,591,Self-Employed,30717,3783,0.9004,35.53,1.07,0,100,0
CUST-04393,Hasitha Wickramasinghe,114000,900000,0,48,16,10500,795,Private Sector,25506,77994,0.3158,7.89,0.0,94,6,1
CUST-00272,Kasun Abeysekara,103000,1050000,0,60,12,30500,780,Private Sector,23357,49143,0.5229,10.19,0.0,79,21,1
CUST-04781,Sampath Kumar,405000,8900000,12800000,60,13,92000,725,Government,202502,110498,0.7272,21.98,1.44,95,5,1
CUST-00061,Suresh Jayawardena,297000,2400000,0,48,15,52500,582,Senior Mgmt,66794,177706,0.4017,8.08,0.0,83,17,1
CUST-02374,Nuwan Weerasinghe,54000,550000,0,36,17,7500,681,Government,19609,26891,0.502,10.19,0.0,59,41,1
CUST-01294,Pradeep Abeysekara,40000,1400000,0,60,17,500,621,Private Sector,34794,4706,0.8823,35.0,0.0,0,100,0
CUST-02429,Manjula Samaraweera,69000,550000,0,36,16,32000,420,Self-Employed,19336,17664,0.744,7.97,0.0,3,97,0
CUST-04382,Ayesha Riaz,128000,1900000,0,36,14,15000,754,Self-Employed,64937,48063,0.6245,14.84,0.0,66,34,1
CUST-03570,Pradeep Rathnayake,219000,6550000,10380000,60,13,0,701,Government,149033,69967,0.6805,29.91,1.58,95,5,1
CUST-01071,Dinesh Ekanayake,520000,6250000,0,60,16,150000,614,Business Owner,151988,218012,0.5807,12.02,0.0,78,22,1
CUST-01743,Chaminda De Silva,179000,6250000,7350000,48,14,38000,740,Private Sector,170790,-29790,1.1664,34.92,1.18,0,100,0
CUST-02797,Kavindi Silva,65000,500000,200000,24,17,3500,788,Self-Employed,24721,36779,0.4342,7.69,0.4,66,34,1
CUST-02772,Nipuni Amarasekara,524000,15000000,15080000,60,16,66000,559,Self-Employed,364771,93229,0.8221,28.63,1.01,63,37,1
CUST-02921,Amal Gunasekara,154000,3850000,3590000,60,12,30000,688,Government,85641,38359,0.7509,25.0,0.93,68,32,0
CUST-04037,Kasun Wickramasinghe,220000,1750000,1460000,36,12,66000,771,Private Sector,58125,95875,0.5642,7.95,0.83,95,5,1
CUST-04040,Dilshan Abeysekara,231000,8100000,8060000,72,15,64000,580,Private Sector,171275,-4275,1.0185,35.06,1.0,0,100,0
CUST-02940,Dilshan Gunaratne,205000,4100000,5530000,72,18,43000,718,Private Sector,93512,68488,0.6659,20.0,1.35,90,10,1
CUST-01768,Tharindu Weerasinghe,83000,2500000,3480000,48,16,15000,634,Government,70851,-2851,1.0343,30.12,1.39,0,100,0
CUST-00582,Kavindi Raghavan,186000,3700000,2840000,48,17,32500,744,Business Owner,106764,46736,0.7487,19.89,0.77,72,28,1
CUST-01184,Udaya Abeysekara,41000,500000,480000,24,18,2500,661,Private Sector,24962,13538,0.6698,12.2,0.96,34,66,1
CUST-01865,Manjula Cassim,33000,150000,50000,12,15,4000,561,Private Sector,13539,15461,0.5315,4.55,0.33,35,65,0
CUST-00584,Chathura Kumar,383000,3850000,0,48,16,181000,616,Business Owner,109110,92890,0.7575,10.05,0.0,66,34,1
CUST-03160,Ruwan Riaz,209000,3750000,5160000,60,12,2000,775,Government,83417,123583,0.4087,17.94,1.38,95,5,1
CUST-04451,Pradeep Jayasinghe,151000,4550000,0,48,13,17000,735,Self-Employed,122065,11935,0.921,30.13,0.0,13,87,0
CUST-04745,Amal Seneviratne,41000,1250000,0,60,14,5500,663,Private Sector,29085,6415,0.8435,30.49,0.0,1,99,0
CUST-01429,Buddhika Peiris,121000,2650000,2770000,60,18,12500,683,Government,67293,41207,0.6594,21.9,1.05,85,15,1
CUST-04547,Mohamed Hettiarachchi,196000,4900000,0,72,14,34500,771,Business Owner,100968,60532,0.6912,25.0,0.0,77,23,1
CUST-02520,Thilini Amarasekara,217000,2600000,2870000,36,17,93500,703,Self-Employed,92697,30803,0.8581,11.98,1.1,56,44,1
CUST-04982,Pradeep Abeysekara,131000,1550000,840000,36,18,7500,607,Private Sector,56036,67464,0.485,11.83,0.54,79,21,1
CUST-03711,Ayesha Bandara,47000,1200000,0,48,18,10500,512,Private Sector,35250,1250,0.9734,25.53,0.0,0,100,0
CUST-04092,Kavindi Samaraweera,39000,1000000,0,48,13,8000,553,Senior Mgmt,26827,4173,0.893,25.64,0.0,0,100,0
CUST-01003,Thilini De Silva,205000,5100000,0,72,16,47500,650,Business Owner,110628,46872,0.7714,24.88,0.0,60,40,1
CUST-01062,Sanduni Raghavan,570000,2850000,3140000,36,13,61500,869,Private Sector,96028,412472,0.2764,5.0,1.1,95,5,1
CUST-01659,Sachini Fernando,228000,6850000,7460000,48,16,26000,706,Government,194131,7869,0.9655,30.04,1.09,30,70,0
CUST-01249,Ravi Wickramasinghe,72000,350000,0,24,18,22500,660,Self-Employed,17473,32027,0.5552,4.86,0.0,51,49,1
CUST-03097,Malith Bandara,707000,12750000,14100000,60,18,127500,624,Senior Mgmt,323766,255734,0.6383,18.03,1.11,94,6,1
CUST-00522,Hasitha Rathnayake,83000,2900000,2950000,60,12,5500,721,Private Sector,64509,12991,0.8435,34.94,1.02,34,66,0
CUST-04085,Nipuni Jayawardena,75000,750000,0,36,17,18500,582,Government,26740,29760,0.6032,10.0,0.0,47,53,1
CUST-01046,Isuru De Silva,398000,11950000,0,60,14,130500,691,Senior Mgmt,278056,-10556,1.0265,30.03,0.0,0,100,0
CUST-03181,Amal Gunaratne,60000,1500000,1510000,60,18,15500,785,Private Sector,38090,6410,0.8932,25.0,1.01,20,80,0
CUST-02782,Dinesh Gunasekara,91000,1650000,1900000,48,17,22500,662,Government,47611,20889,0.7705,18.13,1.15,56,44,0
CUST-00056,Chamara Amarasekara,248000,1250000,0,36,12,43000,748,Government,41518,163482,0.3408,5.04,0.0,95,5,1
CUST-04266,Chaminda Karunaratne,706000,15000000,17560000,60,12,201000,651,Government,333667,171333,0.7573,21.25,1.17,95,5,1
CUST-02633,Kasun Abeysekara,473000,3800000,0,72,17,198000,698,Business Owner,84535,190465,0.5973,8.03,0.0,82,18,1
CUST-01387,Buddhika Kumar,709000,3550000,3340000,72,17,214500,778,Private Sector,78974,415526,0.4139,5.01,0.94,95,5,0
CUST-03831,Nipuni Hettiarachchi,32000,250000,0,36,13,0,753,Private Sector,8423,23577,0.2632,7.81,0.0,59,41,0
CUST-04131,Ravi Perera,49000,250000,0,18,14,1000,655,Government,15479,32521,0.3363,5.1,0.0,72,28,0
CUST-02147,Kasun Jayawardena,75000,400000,0,48,18,22500,504,Self-Employed,11750,40750,0.4567,5.33,0.0,49,51,1
CUST-03758,Roshan Mendis,209000,2500000,2940000,48,13,101500,563,Self-Employed,67069,40431,0.8066,11.96,1.18,53,47,1
CUST-00587,Kavindi Karunaratne,100000,3000000,2840000,60,15,26500,768,Government,71370,2130,0.9787,30.0,0.95,0,100,0
CUST-00244,Chaminda Jayasinghe,58000,1050000,950000,36,17,16000,750,Government,37435,4565,0.9213,18.1,0.9,0,100,0
CUST-01838,Chathura Rathnayake,126000,1900000,0,60,16,29500,735,Government,46204,50296,0.6008,15.08,0.0,83,17,1
CUST-04551,Thisara Rajapaksa,91000,2750000,0,36,12,48500,570,Business Owner,91339,-48839,1.5367,30.22,0.0,0,100,0
CUST-04488,Roshan Karunaratne,241000,3600000,3800000,72,17,64000,792,Private Sector,80086,96914,0.5979,14.94,1.06,95,5,1
CUST-03353,Nimal Kumar,245000,2450000,0,60,13,19000,518,Self-Employed,55745,170255,0.3051,10.0,0.0,67,33,0
CUST-04866,Ruwan Hettiarachchi,64000,1600000,740000,60,17,24000,528,Private Sector,39764,236,0.9963,25.0,0.46,0,100,0
CUST-03089,Sanduni Rathnayake,90000,1100000,0,60,15,19500,655,Government,26169,44331,0.5074,12.22,0.0,77,23,1
CUST-02393,Ravi Raghavan,161000,4850000,5710000,60,16,17500,805,Private Sector,117943,25557,0.8413,30.12,1.18,65,35,1
CUST-03118,Kumar Fernando,222000,1100000,1300000,60,14,18000,700,Self-Employed,25595,178405,0.1964,4.95,1.18,95,5,1
CUST-02606,Shanika Hettiarachchi,753000,3750000,2450000,60,16,248000,669,Private Sector,91193,413807,0.4505,4.98,0.65,93,7,1
CUST-00341,Manjula Karunaratne,355000,4250000,0,72,13,87000,568,Private Sector,85315,182685,0.4854,11.97,0.0,79,21,1
CUST-02306,Amal Gamage,206000,3100000,3780000,72,12,21000,685,Government,60606,124394,0.3961,15.05,1.22,95,5,1
CUST-02177,Kasun Gunasekara,142000,2850000,3280000,60,12,1000,802,Senior Mgmt,63397,77603,0.4535,20.07,1.15,95,5,1
CUST-00574,Buddhika Samaraweera,283000,4250000,4520000,48,15,99500,755,Business Owner,118281,65219,0.7695,15.02,1.06,84,16,1
CUST-03151,Gayani Rathnayake,737000,5900000,6450000,48,18,327500,715,Private Sector,173312,236188,0.6795,8.01,1.09,95,5,1
CUST-02208,Udaya Fernando,204000,5100000,0,60,12,49500,630,Private Sector,113447,41053,0.7988,25.0,0.0,60,40,1
CUST-01160,Fathima Amarasekara,208000,3750000,4290000,48,14,82500,804,Private Sector,102474,23026,0.8893,18.03,1.14,58,42,1
CUST-04672,Malith Wickramasinghe,340000,6100000,7760000,48,16,181000,443,Self-Employed,172876,-13876,1.0408,17.94,1.27,0,100,0
CUST-02942,Kasun Peiris,175000,3500000,2590000,48,17,54500,696,Senior Mgmt,100993,19507,0.8885,20.0,0.74,41,59,0
CUST-03916,Ayesha Herath,139000,1400000,0,60,13,53500,562,Private Sector,31854,53646,0.6141,10.07,0.0,64,36,1
CUST-03826,Isuru Rathnayake,63000,750000,590000,24,14,16000,664,Government,36010,10990,0.8256,11.9,0.79,33,67,1
CUST-04018,Ishara Gamage,322000,9650000,14200000,60,18,94000,644,Government,245047,-17047,1.0529,29.97,1.47,0,100,0
CUST-02986,Nimal Liyanage,733000,14650000,0,72,17,81500,757,Private Sector,325906,325594,0.5558,19.99,0.0,94,6,1
CUST-04307,Kumar Liyanage,507000,5050000,0,72,17,85500,725,Government,112343,309157,0.3902,9.96,0.0,95,5,1
CUST-00714,Chamara Karunaratne,36000,1250000,1330000,48,13,16000,431,Self-Employed,33534,-13534,1.3759,34.72,1.06,0,100,0
CUST-04799,Thilini De Silva,195000,1950000,0,36,16,87500,597,Private Sector,68556,38944,0.8003,10.0,0.0,42,58,1
CUST-01973,Dilshan Seneviratne,44000,200000,0,24,14,11500,524,Government,9603,22897,0.4796,4.55,0.0,40,60,0
CUST-01874,Chaminda Jayasinghe,90000,2250000,1410000,36,15,39000,504,Private Sector,77997,-26997,1.3,25.0,0.63,0,100,0
CUST-01571,Fathima Gunaratne,207000,2500000,2370000,36,16,78000,526,Self-Employed,87893,41107,0.8014,12.08,0.95,45,55,1
CUST-01399,Mahesh Mendis,34000,700000,800000,48,16,11000,530,Private Sector,19838,3162,0.907,20.59,1.14,0,100,0
CUST-02037,Suresh Peiris,152000,1200000,0,48,16,23500,535,Private Sector,34008,94492,0.3783,7.89,0.0,72,28,1
CUST-01843,Amal Raghavan,147000,1200000,0,48,14,33000,718,Private Sector,32792,81208,0.4476,8.16,0.0,87,13,1
CUST-02022,Lakshan Kumar,126000,3150000,3980000,60,13,3000,582,Private Sector,71672,51328,0.5926,25.0,1.26,80,20,1
CUST-01801,Nimal Jayasinghe,54000,800000,360000,24,13,5500,616,Private Sector,38033,10467,0.8062,14.81,0.45,20,80,0
CUST-02093,Kavindi Dissanayake,67000,1000000,420000,48,18,22500,781,Private Sector,29375,15125,0.7743,14.93,0.42,45,55,1
CUST-03924,Zainab Hettiarachchi,763000,15000000,15490000,60,17,204500,563,Private Sector,372789,185711,0.7566,19.66,1.03,81,19,1
CUST-03497,Kumar Abeysekara,130000,1050000,1030000,60,15,11500,642,Government,24979,93521,0.2806,8.08,0.98,95,5,1
CUST-02462,Ayesha Perera,80000,2800000,1790000,48,13,29500,609,Self-Employed,75117,-24617,1.3077,35.0,0.64,0,100,0
CUST-02003,Kavindu Gunaratne,37000,200000,0,36,18,9500,575,Government,7230,20270,0.4522,5.41,0.0,45,55,1
CUST-02140,Thisara Fernando,55000,650000,0,48,13,2500,711,Private Sector,17438,35062,0.3625,11.82,0.0,70,30,1
CUST-04397,Udaya Karunaratne,68000,800000,0,36,18,2500,640,Private Sector,28922,36578,0.4621,11.76,0.0,59,41,1
CUST-01143,Suresh Peiris,63000,950000,500000,36,17,16000,621,Government,33870,13130,0.7916,15.08,0.53,29,71,0
CUST-00903,Chathura Liyanage,89000,900000,0,24,14,38000,697,Business Owner,43212,7788,0.9125,10.11,0.0,5,95,0
CUST-01514,Ayesha Weerasinghe,458000,5500000,0,48,12,48500,589,Business Owner,144836,264664,0.4221,12.01,0.0,75,25,1
CUST-00182,Chathura Peiris,184000,2750000,2650000,48,18,65000,664,Private Sector,80781,38219,0.7923,14.95,0.96,62,38,1
CUST-01064,Tharindu Munasinghe,94000,1150000,560000,36,12,9500,735,Government,38196,46304,0.5074,12.23,0.49,86,14,1
CUST-03617,Fathima Silva,50000,600000,620000,48,13,1500,619,Private Sector,16096,32404,0.3519,12.0,1.03,73,27,0
CUST-04660,Gayani Weerasinghe,182000,4000000,4390000,72,16,34500,567,Business Owner,86767,60733,0.6663,21.98,1.1,71,29,1
CUST-02889,Ishara Bandara,203000,4450000,4590000,72,17,5000,882,Government,98995,99005,0.5123,21.92,1.03,95,5,1
CUST-01854,Shanika Bandara,131000,4600000,4270000,48,15,5500,863,Government,128021,-2521,1.0192,35.11,0.93,0,100,0
CUST-02354,Chaminda Fernando,473000,7100000,6620000,84,16,164000,696,Private Sector,141021,167979,0.6449,15.01,0.93,91,9,1
CUST-02982,Hasitha Silva,189000,2250000,0,60,15,54500,629,Business Owner,53527,80973,0.5716,11.9,0.0,73,27,1
CUST-03925,Nipuni Hettiarachchi,47000,550000,0,36,18,8500,657,Government,19884,18616,0.6039,11.7,0.0,42,58,1
CUST-04877,Suresh Munasinghe,158000,1250000,510000,36,13,38000,618,Business Owner,42117,77883,0.5071,7.91,0.41,78,22,1
CUST-01251,Thisara Peiris,759000,15000000,22640000,60,18,13500,808,Self-Employed,380901,364599,0.5196,19.76,1.51,95,5,1
CUST-02794,Sampath Weerasinghe,185000,2200000,0,60,16,31000,797,Private Sector,53500,100500,0.4568,11.89,0.0,95,5,1
CUST-03770,Sampath De Silva,155000,5400000,5380000,60,17,48000,676,Private Sector,134204,-27204,1.1755,34.84,1.0,0,100,0
CUST-04725,Sachini Karunaratne,222000,2650000,2010000,48,17,53000,630,Private Sector,76466,92534,0.5832,11.94,0.76,85,15,1
CUST-03264,Dilshan Samaraweera,41000,750000,0,24,17,2500,573,Self-Employed,37082,1418,0.9654,18.29,0.0,0,100,0
